,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Android,Windows,Macintosh,iOS,Linux,Chrome OS,Sistema operativo (not set),Sistema operativo promedio,Sistema operativo std,Organic Search,Direct,Referral,Social,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
136,28 oct 2022,66,22,28,1.16,29,55,11,45,21,0,22.0,18.384776310850235,43,20,1,2,0,0,0,7.333333333333332,14.023789311975086,40,14,2,10,16.5,14.239030865898142
137,29 oct 2022,109,18,22,1.15,23,103,6,92,16,1,36.333333333333336,39.83577398380617,92,12,0,1,4,0,0,12.111111111111109,28.48954757428861,72,35,0,2,27.25,29.337476033224124
138,30 oct 2022,29,20,24,1.0869565217391304,25,25,4,12,17,0,9.666666666666666,7.133644853010899,10,15,0,2,2,0,0,3.2222222222222223,5.159194118330622,21,3,0,5,7.25,8.13557004763649
139,31 oct 2022,6,5,6,1.4,7,2,4,2,4,0,2.0,1.6329931618554518,1,4,0,1,0,0,0,0.6666666666666666,1.247219128924647,5,1,0,0,1.5,2.0615528128088303
140,1 nov 2022,56,10,18,1.2222222222222223,22,53,3,7,49,0,18.666666666666668,21.638443156156644,7,43,2,0,4,0,0,6.222222222222222,13.205872244134238,49,7,0,0,14.0,20.40833163195855
141,2 nov 2022,93,24,33,1.3103448275862069,38,83,10,18,74,1,31.0,31.187604375242845,18,71,3,1,0,0,0,10.333333333333334,22.145980322497454,82,10,1,0,23.25,34.142166012132265
142,3 nov 2022,64,28,33,1.4242424242424243,47,61,3,18,46,0,21.33333333333333,18.926759422104517,17,45,0,1,1,0,0,7.111111111111112,14.379340461188244,41,22,0,1,16.0,16.896745248715803
143,4 nov 2022,99,34,42,1.170731707317073,48,91,8,41,58,0,33.0,24.344746182013623,38,56,0,3,2,0,0,11.0,19.73153144926499,87,10,1,1,24.75,36.12737881441166
144,5 nov 2022,85,22,24,1.1304347826086956,26,77,8,28,57,0,28.33333333333333,23.27134623427608,28,53,2,0,2,0,0,9.444444444444443,17.632741711002108,61,24,0,0,21.25,24.95370713942119
145,6 nov 2022,19,11,13,1.2727272727272727,14,19,0,14,5,0,6.333333333333332,5.792715732327589,12,5,0,2,0,0,0,2.1111111111111107,3.842581436842352,12,4,2,1,4.75,4.3229041164476465
146,7 nov 2022,130,36,43,1.1395348837209305,49,122,8,25,105,0,43.33333333333334,44.78342947514801,25,102,1,0,2,0,0,14.444444444444445,31.896050299235448,103,25,1,1,32.5,41.865857210858586
147,8 nov 2022,122,30,37,1.2857142857142858,45,115,7,27,91,4,40.66666666666666,36.80881536926839,30,91,0,1,0,0,0,13.555555555555555,28.921776152277875,69,52,0,1,30.5,30.598202561588483
148,9 nov 2022,166,30,40,1.2105263157894737,46,152,14,33,131,2,55.33333333333334,54.98080473118677,35,128,0,0,3,0,0,18.444444444444443,40.216390000736745,80,79,0,7,41.5,38.08214804865923
149,10 nov 2022,86,35,45,1.170731707317073,48,70,16,27,58,1,28.66666666666667,23.299976156401726,27,53,3,1,2,0,0,9.555555555555557,17.417176139987735,64,21,1,0,21.5,25.927784324928346
150,11 nov 2022,107,28,44,1.3571428571428572,57,89,18,48,59,0,35.666666666666664,25.61683474245447,48,58,0,0,1,0,0,11.888888888888891,22.103013592642593,64,42,0,1,26.75,27.380421837510106
151,12 nov 2022,57,23,27,1.3043478260869563,30,53,4,19,38,0,19.0,15.513435037626795,18,35,1,1,2,0,0,6.333333333333332,11.518101695447328,28,23,6,0,14.25,11.583932838203097
152,13 nov 2022,42,23,30,1.4,35,31,11,18,24,0,14.0,10.198039027185569,17,20,4,1,0,0,0,4.666666666666667,7.52772652709081,20,21,1,0,10.5,10.012492197250396
153,14 nov 2022,140,27,41,1.205128205128205,47,119,21,45,94,1,46.66666666666666,37.98537730349521,36,90,1,10,3,0,0,15.555555555555555,28.535012065535327,101,31,0,8,35.0,39.76807765029635
154,15 nov 2022,163,24,32,1.3548387096774193,42,155,8,61,102,0,54.33333333333334,41.907305117631005,59,92,10,2,0,0,0,18.11111111111111,31.792537364903183,147,16,0,0,40.75,61.69025449777298
155,16 nov 2022,120,32,42,1.2,48,115,5,39,81,0,40.0,33.07567081708245,39,80,1,0,0,0,0,13.333333333333336,26.50366850917896,85,18,1,16,30.0,32.42684073418192
156,17 nov 2022,106,26,35,1.393939393939394,46,80,26,10,96,0,35.333333333333336,43.09163362984615,9,82,1,1,13,0,0,11.777777777777779,25.22687181813066,94,8,1,3,26.5,39.054449170357024
157,18 nov 2022,106,30,41,1.1842105263157894,45,89,17,42,59,5,35.333333333333336,22.54378455854789,46,50,6,1,3,0,0,11.777777777777779,19.4752137502335,91,7,7,1,26.5,37.319565913874186
158,19 nov 2022,1,1,1,1.0,1,1,0,1,0,0,0.3333333333333333,0.4714045207910317,1,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,0,1,0,0,0.25,0.4330127018922193
159,23 nov 2022,132,35,46,1.25,55,128,4,33,99,0,44.0,41.158231254513346,31,94,0,2,5,0,0,14.666666666666664,29.608557321603268,85,36,0,11,33.0,32.73377460666582
160,24 nov 2022,89,31,37,1.3235294117647058,45,75,14,25,64,0,29.66666666666667,26.33544295347157,22,61,3,3,0,0,0,9.888888888888891,19.272573745232684,72,14,0,3,22.25,29.19225068404285
161,25 nov 2022,55,23,30,1.2857142857142858,36,51,4,31,24,0,18.33333333333333,13.27487183449325,26,21,2,5,1,0,0,6.111111111111112,9.492036948521577,34,17,3,1,13.75,13.216939887886305
162,26 nov 2022,25,9,15,1.2307692307692308,16,23,2,13,12,0,8.333333333333334,5.9066817155564495,13,11,1,0,0,0,0,2.7777777777777777,4.961580791503579,15,9,0,1,6.25,6.139014578904338
163,27 nov 2022,28,17,19,1.0526315789473684,20,24,4,16,12,0,9.333333333333334,6.79869268479038,16,12,0,0,0,0,0,3.111111111111111,5.89622184952071,17,11,0,0,7.0,7.314369419163897
164,28 nov 2022,96,32,40,1.2432432432432432,46,75,21,16,80,0,32.0,34.56395039150859,15,65,15,1,0,0,0,10.666666666666666,20.143926572984167,67,21,2,6,24.0,25.816661286851172
165,29 nov 2022,198,28,39,1.6,56,194,4,20,178,0,66.0,79.61574383667258,18,177,0,2,1,0,0,22.0,55.0777228610221,57,128,4,9,49.5,49.82218381404011
166,30 nov 2022,143,23,32,1.3103448275862069,38,136,7,7,136,0,47.66666666666666,62.52643885234114,7,135,1,0,0,0,0,15.888888888888891,42.167508409106865,76,61,1,5,35.75,33.20673877392961
167,1 dic 2022,158,26,34,1.5,45,137,21,19,139,0,52.66666666666666,61.53770298677786,19,123,14,0,2,0,0,17.555555555555557,37.883186276620606,139,18,0,1,39.5,57.889981862149526
168,2 dic 2022,110,27,37,1.1111111111111112,40,100,10,45,65,0,36.66666666666666,27.18251071716682,43,33,14,2,18,0,0,12.222222222222221,15.338968368742533,91,16,3,0,27.5,37.15171597651985
169,3 dic 2022,25,14,17,1.1333333333333333,17,23,2,16,9,0,8.333333333333334,6.548960901462832,15,8,1,1,0,0,0,2.7777777777777777,4.961580791503579,17,8,0,0,6.25,7.013380069552769
170,4 dic 2022,56,14,17,1.25,20,47,9,31,25,0,18.666666666666668,13.42468704373485,31,24,1,0,0,0,0,6.222222222222222,11.496644706442522,21,33,2,0,14.0,13.693063937629152
171,5 dic 2022,154,21,35,1.4333333333333331,43,146,8,24,129,1,51.33333333333334,55.71554740126154,21,128,1,4,0,0,0,17.11111111111111,39.73088483631523,116,28,3,7,38.5,45.74111935665763
172,6 dic 2022,257,33,41,1.3947368421052628,53,200,57,63,192,2,85.66666666666667,79.20577981154881,65,188,2,0,0,2,0,28.555555555555557,59.85001830708178,105,152,0,0,64.25,66.36405276955288
173,7 dic 2022,202,13,23,1.5789473684210529,30,133,69,15,187,0,67.33333333333333,84.83840849258993,14,187,0,1,0,0,0,22.444444444444446,58.34021123473569,151,49,0,2,50.5,61.2474489264655
174,8 dic 2022,23,12,16,1.1333333333333333,17,16,7,14,9,0,7.666666666666668,5.792715732327589,11,8,0,3,1,0,0,2.555555555555556,3.8904758666692434,14,7,0,2,5.75,5.402545696243577
175,9 dic 2022,24,10,10,1.6,16,18,6,5,19,0,8.0,8.04155872120988,4,19,0,1,0,0,0,2.6666666666666665,5.9066817155564495,19,5,0,0,6.0,7.7781745930520225
176,10 dic 2022,14,7,9,1.25,10,13,1,3,11,0,4.666666666666667,4.642796092394708,2,10,1,1,0,0,0,1.5555555555555556,3.0590888662080453,11,3,0,0,3.5,4.5
177,11 dic 2022,41,19,21,1.2105263157894737,23,38,3,10,31,0,13.666666666666664,12.918548250050735,10,27,1,0,3,0,0,4.5555555555555545,8.512880581945755,29,2,0,10,10.25,11.453711188955307
178,12 dic 2022,387,23,33,1.4333333333333331,43,374,13,30,357,0,129.0,161.68487869927725,30,341,3,0,13,0,0,43.0,105.78699773076504,70,316,1,0,96.75,129.72543119990004
179,13 dic 2022,105,14,20,1.368421052631579,26,97,8,12,93,0,35.0,41.303752856126756,11,92,0,1,1,0,0,11.666666666666664,28.600699292150182,23,79,0,3,26.25,31.712576369636068
180,14 dic 2022,55,17,25,1.2272727272727273,27,50,5,8,46,1,18.33333333333333,19.770910168449227,8,45,0,1,1,0,0,6.111111111111112,13.96379799055356,41,12,1,1,13.75,16.361158271956178
181,15 dic 2022,40,20,24,1.2173913043478262,28,34,6,14,26,0,13.333333333333336,10.624918300339486,14,22,0,0,4,0,0,4.4444444444444455,7.5881649239839435,31,7,1,1,10.0,12.369316876852979
182,16 dic 2022,106,20,30,1.4827586206896552,43,92,14,44,62,0,35.333333333333336,26.042699979499478,39,45,0,5,17,0,0,11.777777777777779,17.034460352654932,90,9,1,6,26.5,36.77295201639379
183,17 dic 2022,31,9,14,1.4166666666666667,17,25,6,15,16,0,10.333333333333334,7.318166133366716,14,16,0,1,0,0,0,3.4444444444444446,6.202349216423493,13,17,0,1,7.75,7.39509972887452
184,18 dic 2022,11,3,7,1.4,7,8,3,4,7,0,3.6666666666666665,2.867441755680876,4,7,0,0,0,0,0,1.2222222222222223,2.3934065809486684,9,2,0,0,2.75,3.6996621467371855
185,19 dic 2022,111,8,16,1.4166666666666667,17,25,86,16,95,0,37.0,41.52910625894406,16,94,1,0,0,0,0,12.333333333333336,29.295430056959773,25,86,0,0,27.75,35.1452343853331
186,20 dic 2022,78,7,11,1.5555555555555556,14,74,4,37,41,0,26.0,18.45715759987617,37,16,0,0,25,0,0,8.666666666666666,13.224556283251582,15,61,0,2,19.5,24.64244306070321
187,21 dic 2022,121,11,18,1.5333333333333334,23,117,4,37,84,0,40.333333333333336,34.37376260399137,36,84,0,1,0,0,0,13.444444444444445,27.337849672045497,30,74,0,17,30.25,27.40779998467589
188,22 dic 2022,37,10,14,1.2307692307692308,16,33,4,16,21,0,12.333333333333336,8.956685895029599,16,20,0,0,1,0,0,4.111111111111111,7.4899109094900975,23,14,0,0,9.25,9.781998773256925
189,23 dic 2022,19,2,3,1.3333333333333333,4,18,1,4,15,0,6.333333333333332,6.342099196813482,4,14,0,0,1,0,0,2.1111111111111107,4.382907316292449,0,19,0,0,4.75,8.227241335952167
190,24 dic 2022,5,4,5,1.5,6,3,2,3,2,0,1.6666666666666667,1.247219128924647,3,1,1,0,0,0,0,0.5555555555555556,0.955813918560292,3,2,0,0,1.25,1.299038105676658
191,25 dic 2022,28,5,7,1.1428571428571428,8,24,4,23,5,0,9.333333333333334,9.877021593352703,17,5,0,6,0,0,0,3.111111111111111,5.4046162253401375,27,1,0,0,7.0,11.554220008291345
192,26 dic 2022,59,13,14,1.3571428571428572,19,54,5,36,23,0,19.666666666666668,14.884742374510738,36,21,2,0,0,0,0,6.5555555555555545,12.266586151104514,41,18,0,0,14.75,16.843025262701477
193,27 dic 2022,18,10,11,1.0909090909090908,12,13,5,4,14,0,6.0,5.887840577551898,4,14,0,0,0,0,0,2.0,4.422166387140534,15,3,0,0,4.5,6.1846584384264895
194,28 dic 2022,151,97,101,1.1782178217821782,119,130,21,105,46,0,50.33333333333334,42.97544518546479,89,43,2,16,1,0,0,16.77777777777778,28.86280874057585,41,109,0,1,37.75,44.33607447666065
195,29 dic 2022,158,65,75,1.3,91,122,36,85,73,0,52.66666666666666,37.56180092712394,78,46,0,7,27,0,0,17.555555555555557,26.25562843832457,71,81,0,6,39.5,36.732138516563396
196,30 dic 2022,28,12,17,1.2666666666666666,19,26,2,11,17,0,9.333333333333334,7.039570693980958,9,17,0,2,0,0,0,3.111111111111111,5.645931562627777,16,9,1,2,7.0,6.041522986797286
197,31 dic 2022,85,10,15,1.3846153846153846,18,81,4,79,6,0,28.33333333333333,35.910382280832884,77,6,0,2,0,0,0,9.444444444444443,23.958812394566323,60,23,0,2,21.25,24.11819852310699
198,1 ene 2023,16,6,8,1.125,9,11,5,10,6,0,5.333333333333333,4.109609335312651,8,6,0,2,0,0,0,1.7777777777777777,2.8974232912011773,11,2,0,3,4.0,4.183300132670378
199,2 ene 2023,34,19,20,1.2105263157894737,23,24,10,8,26,0,11.333333333333336,10.873004286866728,8,24,2,0,0,0,0,3.7777777777777777,7.568616162633956,23,11,0,0,8.5,9.5
200,3 ene 2023,34,15,17,1.4375,23,23,11,18,16,0,11.333333333333336,8.055363982396381,17,16,0,1,0,0,0,3.7777777777777777,6.81139205510849,12,22,0,0,8.5,9.205976319760984
201,4 ene 2023,44,17,19,1.1111111111111112,20,33,11,18,26,0,14.666666666666664,10.873004286866728,10,13,0,8,13,0,0,4.888888888888889,5.645931562627777,18,26,0,0,11.0,11.357816691600547
202,5 ene 2023,36,17,21,1.3888888888888888,25,25,11,15,16,5,12.0,4.966554808583781,20,15,1,0,0,0,0,4.0,7.3181661333667165,23,13,0,0,9.0,9.669539802906858
203,6 ene 2023,26,12,14,1.3076923076923077,17,17,9,17,9,0,8.666666666666666,6.944222218666552,17,9,0,0,0,0,0,2.888888888888889,5.724109721062781,20,6,0,0,6.5,8.170067319184097
204,7 ene 2023,52,11,14,1.4615384615384617,19,44,8,32,20,0,17.333333333333332,13.199326582148887,32,20,0,0,0,0,0,5.777777777777778,11.17316007997914,32,20,0,0,13.0,13.674794331177347
205,8 ene 2023,14,6,10,1.5,12,9,5,11,3,0,4.666666666666667,4.642796092394708,11,3,0,0,0,0,0,1.5555555555555556,3.4676636742949416,8,6,0,0,3.5,3.570714214271425
206,9 ene 2023,49,11,14,1.25,15,42,7,4,45,0,16.333333333333332,20.336065390226192,3,42,3,1,0,0,0,5.4444444444444455,12.979566086833149,31,13,1,4,12.25,11.69134295108992
207,10 ene 2023,31,14,16,1.0625,17,19,12,10,21,0,10.333333333333334,8.576453553512405,8,18,3,2,0,0,0,3.4444444444444446,5.717635702341603,24,4,2,1,7.75,9.443913383762053
208,11 ene 2023,32,12,18,1.4375,23,23,9,18,14,0,10.666666666666666,7.717224601860151,17,14,0,1,0,0,0,3.555555555555556,6.431020501550125,24,7,0,1,8.0,9.617692030835672
209,12 ene 2023,24,16,17,1.125,18,14,10,13,11,0,8.0,5.715476066494082,10,10,0,3,1,0,0,2.6666666666666665,4.027681991198191,13,8,0,3,6.0,4.949747468305833
210,13 ene 2023,33,13,15,1.1428571428571428,16,20,13,7,25,1,11.0,10.198039027185569,8,20,5,0,0,0,0,3.6666666666666665,6.394442031083625,24,9,0,0,8.25,9.807522622966516
211,14 ene 2023,15,11,12,1.0833333333333333,13,11,4,5,9,1,5.0,3.2659863237109037,6,9,0,0,0,0,0,1.6666666666666667,3.1972210155418126,13,2,0,0,3.75,5.402545696243577
212,15 ene 2023,13,10,11,1.0909090909090908,12,10,3,4,9,0,4.333333333333333,3.6817870057290873,4,8,1,0,0,0,0,1.4444444444444444,2.629368792488718,10,3,0,0,3.25,4.085033659592049
213,16 ene 2023,24,9,12,1.181818181818182,13,16,8,3,21,0,8.0,9.273618495495704,2,15,6,1,0,0,0,2.6666666666666665,4.737556801183965,13,10,1,0,6.0,5.612486080160912
214,17 ene 2023,40,10,14,1.2307692307692308,16,18,22,19,21,0,13.333333333333336,9.463379711052259,19,21,0,0,0,0,0,4.4444444444444455,8.328146533974893,11,29,0,0,10.0,11.853269591129697
215,18 ene 2023,25,17,21,1.2,24,22,3,10,15,0,8.333333333333334,6.236095644623236,7,14,1,3,0,0,0,2.7777777777777777,4.540625942600566,14,10,1,0,6.25,5.931905258852336
216,19 ene 2023,44,11,15,1.2142857142857142,17,33,11,11,33,0,14.666666666666664,13.719410418171119,10,33,0,1,0,0,0,4.888888888888889,10.407736913196883,35,7,1,1,11.0,14.071247279470287
217,20 ene 2023,28,12,15,1.0,15,20,8,21,7,0,9.333333333333334,8.73053390247253,18,6,0,3,1,0,0,3.111111111111111,5.60643369401905,14,13,1,0,7.0,6.519202405202648
218,21 ene 2023,25,8,10,1.3333333333333333,12,17,8,10,15,0,8.333333333333334,6.236095644623236,1,14,1,9,0,0,0,2.7777777777777777,4.825344611246325,13,12,0,0,6.25,6.2599920127744575
219,22 ene 2023,47,5,6,1.6,8,46,1,45,2,0,15.666666666666664,20.75786330258702,45,2,0,0,0,0,0,5.222222222222221,14.077387524188314,6,40,0,1,11.75,16.467771555374455
220,23 ene 2023,39,14,18,1.2,18,26,13,7,32,0,13.0,13.73559851869101,6,29,3,1,0,0,0,4.333333333333333,8.931840671316175,35,4,0,0,9.75,14.6692706021806
221,24 ene 2023,25,10,14,1.25,15,16,9,7,18,0,8.333333333333334,7.4087035902976215,7,18,0,0,0,0,0,2.7777777777777777,5.807615264609768,25,0,0,0,6.25,10.825317547305485
222,25 ene 2023,27,10,13,1.1666666666666667,14,26,1,9,18,0,9.0,7.3484692283495345,8,16,0,1,2,0,0,3.0,5.2068331172711035,13,12,2,0,6.75,5.804093383121951
223,26 ene 2023,45,22,24,1.1666666666666667,28,35,10,13,32,0,15.0,13.140268896284685,12,31,0,1,1,0,0,5.0,9.899494936611664,32,12,0,1,11.25,12.871965661856
224,27 ene 2023,75,18,22,1.1428571428571428,24,33,42,25,50,0,25.0,20.412414523193156,20,49,1,5,0,0,0,8.333333333333334,15.641824275533422,45,29,1,0,18.75,19.109879643786357
225,28 ene 2023,17,9,14,1.6363636363636365,18,15,2,6,11,0,5.666666666666668,4.496912521077348,5,11,0,1,0,0,0,1.8888888888888888,3.5728744868474505,12,5,0,0,4.25,4.9180788932265
226,29 ene 2023,17,11,13,1.0,13,12,5,13,4,0,5.666666666666668,5.436502143433364,10,4,0,3,0,0,0,1.8888888888888888,3.212629398844657,10,7,0,0,4.25,4.380353866983809
227,30 ene 2023,56,12,19,1.5714285714285714,22,54,2,33,23,0,18.666666666666668,13.81625451737514,32,22,1,1,0,0,0,6.222222222222222,11.360533807663346,42,13,0,1,14.0,16.95582495781317
228,31 ene 2023,60,17,22,1.0909090909090908,24,58,2,28,32,0,20.0,14.236104336041748,26,31,1,2,0,0,0,6.666666666666668,11.74734012447073,46,13,1,0,15.0,18.614510468986285
229,1 feb 2023,58,18,22,1.1904761904761905,25,48,10,27,31,0,19.33333333333333,13.767917618708921,27,31,0,0,0,0,0,6.4444444444444455,12.093259014022934,52,4,2,0,14.5,21.696773953747133
230,2 feb 2023,24,9,15,1.4166666666666667,17,18,6,9,14,1,8.0,5.354126134736337,10,13,0,0,1,0,0,2.6666666666666665,4.784233364802442,14,6,3,1,6.0,4.949747468305833
231,3 feb 2023,38,16,20,1.1111111111111112,20,25,13,8,30,0,12.666666666666664,12.684198393626964,8,27,1,0,2,0,0,4.222222222222221,8.416620828624723,31,7,0,0,9.5,12.737739202856993
232,4 feb 2023,46,11,15,1.1538461538461535,15,42,4,28,18,0,15.333333333333336,11.585431464655178,27,18,0,1,0,0,0,5.111111111111111,9.538744902815447,22,24,0,0,11.5,11.521718621802911
233,5 feb 2023,56,19,20,1.05,21,44,12,42,14,0,18.666666666666668,17.46106780494506,37,7,3,5,4,0,0,6.222222222222222,11.153253414515207,43,12,1,0,14.0,17.392527130926087
234,6 feb 2023,121,25,33,1.2580645161290325,39,97,24,23,98,0,40.333333333333336,41.84362423223984,23,92,2,0,4,0,0,13.444444444444445,28.647711217908693,84,29,0,8,30.25,32.79005184503373
235,7 feb 2023,142,19,26,1.5217391304347827,35,125,17,40,102,0,47.33333333333334,41.96294661828324,39,102,0,1,0,0,0,15.777777777777779,32.805073380594244,83,59,0,0,35.5,36.5
236,8 feb 2023,149,26,36,1.2941176470588236,44,140,9,40,109,0,49.66666666666666,45.02098276236192,39,107,0,1,2,0,0,16.555555555555557,34.169873381585425,110,36,1,2,37.25,44.302229063558414
237,9 feb 2023,194,28,35,1.303030303030303,43,181,13,31,163,0,64.66666666666667,70.67452786463373,31,162,0,0,1,0,0,21.555555555555557,50.57911538945938,49,143,1,1,48.5,57.971975988403216
238,10 feb 2023,88,24,31,1.3333333333333333,40,82,6,15,73,0,29.33333333333333,31.478387647541428,15,67,1,0,5,0,0,9.777777777777779,20.76202611488247,44,42,0,2,22.0,21.02379604162864
239,11 feb 2023,10,9,10,1.0,10,5,5,4,6,0,3.333333333333333,2.494438257849294,3,5,1,1,0,0,0,1.1111111111111112,1.6629588385661962,8,2,0,0,2.5,3.2787192621509997
240,12 feb 2023,16,9,10,1.1,11,10,6,5,11,0,5.333333333333333,4.496912521077348,5,11,0,0,0,0,0,1.7777777777777777,3.614101326064576,14,2,0,0,4.0,5.830951894845301
241,13 feb 2023,112,29,40,1.5588235294117647,53,94,18,22,90,0,37.333333333333336,38.30868772948971,22,63,0,0,27,0,0,12.444444444444445,20.516178500074364,62,48,1,1,28.0,27.44995446262161
242,14 feb 2023,95,20,29,1.3928571428571428,39,89,6,16,79,0,31.66666666666667,34.101156708957674,16,56,2,0,21,0,0,10.555555555555557,17.745804581559934,44,49,1,1,23.75,22.81857795744511
243,15 feb 2023,453,24,40,1.4722222222222223,53,443,10,34,419,0,151.0,190.01228030489682,34,343,0,0,76,0,0,50.33333333333334,106.3432597247653,57,389,1,6,113.25,160.70528149379538
244,16 feb 2023,276,29,50,1.3695652173913044,63,254,22,45,231,0,92.0,99.98999949995,43,110,11,2,110,0,0,30.66666666666667,44.35964131705504,89,181,0,6,69.0,73.610461213064
245,17 feb 2023,90,19,25,1.12,28,79,11,6,84,0,30.0,38.262252939417984,4,82,0,2,1,1,0,10.0,25.48637980482037,50,39,1,0,22.5,22.343902971504328
246,18 feb 2023,28,16,16,1.125,18,21,7,19,9,0,9.333333333333334,7.760297817881877,19,8,1,0,0,0,0,3.111111111111111,6.136311676215144,25,3,0,0,7.0,10.464224768228172
247,19 feb 2023,121,10,10,1.2,12,114,7,106,15,0,40.333333333333336,46.83540920666282,106,15,0,0,0,0,0,13.444444444444445,33.055882351325785,28,3,0,90,30.25,36.16887474058323
248,20 feb 2023,46,15,19,1.1666666666666667,21,38,8,23,23,0,15.333333333333336,10.842303978193726,23,23,0,0,0,0,0,5.111111111111111,9.562013321755627,40,3,3,0,11.5,16.5
249,21 feb 2023,67,18,21,1.0,21,45,22,16,51,0,22.33333333333333,21.296843793284378,16,49,2,0,0,0,0,7.4444444444444455,15.499900437752721,17,49,1,0,16.75,19.803724397193577
250,22 feb 2023,381,34,39,1.205128205128205,47,369,12,28,353,0,127.0,160.21443963222123,26,349,1,2,3,0,0,42.333333333333336,108.71062505569546,37,344,0,0,95.25,144.40805898563968
251,23 feb 2023,203,42,56,1.2777777777777777,69,190,13,75,119,9,67.66666666666667,45.20570268843916,76,109,9,8,1,0,0,22.555555555555557,38.332206102588955,105,75,0,23,50.75,41.463085992241346
252,24 feb 2023,124,31,40,1.2105263157894737,46,119,5,25,99,0,41.333333333333336,42.0343774652235,24,99,0,1,0,0,0,13.777777777777779,31.036816051542463,68,51,3,2,31.0,29.129023327259016
253,25 feb 2023,43,20,24,1.0434782608695652,24,38,5,29,14,0,14.333333333333336,11.841546445554409,28,13,1,1,0,0,0,4.777777777777779,9.126004088169363,23,3,0,17,10.75,9.549214627392141
254,26 feb 2023,24,14,17,1.1875,19,18,6,12,11,1,8.0,4.966554808583781,10,10,1,3,0,0,0,2.6666666666666665,4.027681991198191,19,5,0,0,6.0,7.7781745930520225
255,27 feb 2023,144,27,35,1.3225806451612905,41,136,8,17,127,0,48.0,56.290911048469155,16,124,0,1,3,0,0,16.0,38.49675310984031,64,75,4,1,36.0,33.741665637605976
256,28 feb 2023,354,36,45,1.2790697674418603,55,207,147,94,260,0,118.0,107.49263540664852,91,258,0,3,2,0,0,39.333333333333336,82.28271048309264,86,225,0,43,88.5,84.47040901996391
257,1 mar 2023,285,36,58,1.2142857142857142,68,271,14,105,180,0,95.0,73.824115301167,103,180,1,1,0,0,0,31.66666666666667,61.45097413566543,149,130,0,6,71.25,68.61258995257357
258,2 mar 2023,249,41,61,1.0833333333333333,65,218,31,80,169,0,83.0,69.02656493457187,79,169,0,1,0,0,0,27.66666666666667,55.691611177587205,195,47,2,5,62.25,78.68092208407322
259,3 mar 2023,62,20,36,1.2121212121212122,40,49,13,30,32,0,20.666666666666668,14.636332266733431,29,31,1,1,0,0,0,6.888888888888888,12.368817822289552,48,10,4,0,15.5,19.098429254784282
260,4 mar 2023,68,18,24,1.0833333333333333,26,58,10,10,58,0,22.66666666666667,25.315783394730033,8,47,4,1,4,4,0,7.5555555555555545,14.174398761390677,25,42,0,1,17.0,17.564168070250293
261,5 mar 2023,51,14,17,1.0625,17,44,7,32,19,0,17.0,13.140268896284685,30,9,10,2,0,0,0,5.666666666666668,9.404490653110587,48,3,0,0,12.75,20.38841582860228
262,6 mar 2023,149,45,58,1.181818181818182,65,126,23,44,105,0,49.66666666666666,43.05293898859351,38,93,0,6,12,0,0,16.555555555555557,29.450942679163234,73,69,5,2,37.25,33.79626458648944
263,7 mar 2023,208,43,58,1.087719298245614,62,195,13,38,170,0,69.33333333333333,72.85297218065682,37,167,1,1,2,0,0,23.11111111111111,52.12899479910803,130,43,31,4,52.0,47.196398167656824
264,8 mar 2023,95,37,43,1.170731707317073,48,85,10,30,65,0,31.66666666666667,26.562295750848712,27,63,1,3,1,0,0,10.555555555555557,20.29291672322642,54,34,7,0,23.75,21.591375593046408
265,9 mar 2023,217,60,75,1.1111111111111112,80,129,88,122,94,1,72.33333333333333,51.719328001134045,117,80,12,6,2,0,0,24.11111111111111,40.880433908450755,80,124,4,9,54.25,50.251243765701965
266,10 mar 2023,108,27,37,1.3235294117647058,45,76,32,27,75,6,36.0,28.879058156387305,33,55,14,0,6,0,0,12.0,18.408935028645434,70,28,3,7,27.0,26.580067720004024
267,11 mar 2023,56,26,29,1.1071428571428572,31,43,13,21,35,0,18.666666666666668,14.38363267359428,16,34,1,5,0,0,0,6.222222222222222,11.002805478379672,47,7,1,1,14.0,19.209372712298546
268,12 mar 2023,34,20,22,1.0909090909090908,24,22,12,11,23,0,11.333333333333336,9.392668535736913,10,19,4,1,0,0,0,3.7777777777777777,6.232134961057848,10,24,0,0,8.5,9.836157786453
269,13 mar 2023,184,64,77,1.25,90,177,7,58,126,0,61.33333333333334,51.49325737954004,38,124,2,20,0,0,0,20.444444444444443,38.67560560787385,102,71,6,5,46.0,41.9583126448145
270,14 mar 2023,237,54,74,1.2535211267605637,89,218,19,102,135,0,79.0,57.46303159423457,99,121,5,3,9,0,0,26.33333333333333,45.11220578857912,145,54,22,16,59.25,51.57215818637029
271,15 mar 2023,218,77,97,1.2127659574468086,114,206,12,87,128,3,72.66666666666667,52.02777036246018,78,125,1,12,2,0,0,24.222222222222218,42.91795215622421,154,49,12,3,54.5,59.97707895521422
272,16 mar 2023,151,36,53,1.3125,63,126,25,57,93,1,50.33333333333334,37.853518844209034,55,89,3,3,1,0,0,16.77777777777778,30.60783406536372,129,19,2,1,37.75,53.1666013583716
