Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
22 ago 2019,947,320,449,1.1046770601336302,496
23 ago 2019,994,357,537,1.0986964618249535,590
24 ago 2019,396,150,222,1.0495495495495495,233
25 ago 2019,428,193,236,1.0423728813559323,246
26 ago 2019,1172,393,569,1.0896309314586994,620
27 ago 2019,1023,368,506,1.08300395256917,548
28 ago 2019,856,283,419,1.0787589498806682,452
29 ago 2019,1057,347,497,1.090543259557344,542
30 ago 2019,910,301,448,1.0803571428571428,484
31 ago 2019,401,163,233,1.0343347639484979,241
1 sept 2019,527,200,271,1.0774907749077491,292
2 sept 2019,1128,388,540,1.1037037037037036,596
3 sept 2019,927,315,446,1.0515695067264574,469
4 sept 2019,952,345,472,1.0911016949152543,515
5 sept 2019,923,272,405,1.1061728395061727,448
6 sept 2019,820,255,388,1.1108247422680413,431
7 sept 2019,352,148,193,1.0362694300518134,200
8 sept 2019,423,175,233,1.0772532188841202,251
9 sept 2019,956,294,433,1.115473441108545,483
10 sept 2019,1031,359,501,1.0758483033932136,539
11 sept 2019,1168,355,520,1.0826923076923076,563
12 sept 2019,1254,430,591,1.0947546531302876,647
13 sept 2019,850,290,398,1.1080402010050252,441
14 sept 2019,449,167,241,1.066390041493776,257
15 sept 2019,529,201,257,1.0778210116731517,277
16 sept 2019,1134,365,495,1.1232323232323231,556
17 sept 2019,1068,448,591,1.0727580372250423,634
18 sept 2019,851,358,476,1.0777310924369747,513
19 sept 2019,968,314,448,1.0959821428571428,491
20 sept 2019,855,330,436,1.084862385321101,473
21 sept 2019,424,158,213,1.0657276995305165,227
22 sept 2019,407,160,228,1.0350877192982457,236
23 sept 2019,1078,349,501,1.0838323353293413,543
24 sept 2019,2192,544,724,1.1726519337016574,849
25 sept 2019,1786,483,706,1.2294617563739376,868
26 sept 2019,1309,338,572,1.2202797202797202,698
27 sept 2019,1021,335,536,1.1548507462686568,619
28 sept 2019,617,187,319,1.1630094043887147,371
29 sept 2019,690,210,340,1.1852941176470588,403
30 sept 2019,1347,457,701,1.122681883024251,787
1 oct 2019,1236,409,612,1.1258169934640523,689
2 oct 2019,1093,382,538,1.120817843866171,603
3 oct 2019,1242,388,560,1.105357142857143,619
4 oct 2019,1106,372,554,1.111913357400722,616
5 oct 2019,640,256,357,1.1064425770308124,395
6 oct 2019,663,249,326,1.0828220858895705,353
7 oct 2019,1266,398,577,1.1126516464471403,642
8 oct 2019,1432,455,703,1.1081081081081081,779
9 oct 2019,1335,401,639,1.109546165884194,709
10 oct 2019,1009,334,494,1.1072874493927125,547
11 oct 2019,906,313,426,1.091549295774648,465
12 oct 2019,427,151,232,1.0862068965517242,252
13 oct 2019,464,170,242,1.0909090909090908,264
14 oct 2019,939,306,427,1.0936768149882905,467
15 oct 2019,1262,456,623,1.1075441412520064,690
16 oct 2019,1333,465,662,1.108761329305136,734
17 oct 2019,1589,578,837,1.075268817204301,900
18 oct 2019,1004,363,521,1.0671785028790788,556
19 oct 2019,487,183,244,1.0655737704918034,260
20 oct 2019,420,172,221,1.1085972850678734,245
21 oct 2019,1529,497,707,1.1074964639321074,783
22 oct 2019,1247,425,599,1.1001669449081803,659
23 oct 2019,1186,395,581,1.0912220309810672,634
24 oct 2019,1029,366,518,1.084942084942085,562
25 oct 2019,912,304,446,1.1143497757847534,497
26 oct 2019,575,212,286,1.097902097902098,314
27 oct 2019,483,176,246,1.065040650406504,262
28 oct 2019,1384,427,596,1.1174496644295302,666
29 oct 2019,1574,499,727,1.1045392022008254,803
30 oct 2019,1679,521,749,1.1214953271028036,840
31 oct 2019,1553,608,818,1.078239608801956,882
1 nov 2019,1450,459,681,1.1013215859030836,750
2 nov 2019,674,254,377,1.1007957559681698,415
3 nov 2019,977,328,476,1.0756302521008403,512
4 nov 2019,1783,529,789,1.11787072243346,882
5 nov 2019,1538,492,709,1.1212976022566996,795
6 nov 2019,2411,1055,1408,1.0745738636363635,1513
7 nov 2019,2075,740,1072,1.117537313432836,1198
8 nov 2019,1682,534,764,1.1020942408376964,842
9 nov 2019,815,312,450,1.0866666666666667,489
10 nov 2019,845,321,458,1.1135371179039302,510
11 nov 2019,5476,2259,2882,1.1242192921582235,3240
12 nov 2019,2503,866,1275,1.1270588235294117,1437
13 nov 2019,1807,531,820,1.1390243902439023,934
14 nov 2019,1483,521,809,1.0951792336217552,886
15 nov 2019,1465,418,646,1.1037151702786379,713
16 nov 2019,608,241,354,1.0649717514124293,377
17 nov 2019,680,229,330,1.1090909090909091,366
18 nov 2019,1112,333,536,1.126865671641791,604
19 nov 2019,2349,559,894,1.174496644295302,1050
20 nov 2019,2239,688,1035,1.136231884057971,1176
21 nov 2019,2237,821,1116,1.1129032258064515,1242
22 nov 2019,1473,515,766,1.1109660574412532,851
23 nov 2019,821,305,434,1.108294930875576,481
24 nov 2019,934,282,446,1.1255605381165918,502
25 nov 2019,1755,508,789,1.1242078580481623,887
