,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,BlackBerry,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
1355,12 may 2022,67,22,30,1.1,33,66,1,34,33,0,22.33333333333333,15.797327481430381,32,33,0,1,0,1,0,0,0,0,6.7,12.90774961021479,33,21,13,0,16.75,12.007809958522827
1356,13 may 2022,13,9,11,1.0,11,13,0,6,7,0,4.333333333333333,3.0912061651652345,7,6,0,0,0,0,0,0,0,0,1.3,2.6095976701399777,2,0,10,1,3.25,3.960744879438715
1357,14 may 2022,30,18,20,1.05,21,25,5,22,8,0,10.0,9.092121131323903,8,19,0,0,0,3,0,0,0,0,3.0,5.865151319446072,11,5,13,1,7.5,4.769696007084728
1358,15 may 2022,2,2,2,1.0,2,1,1,1,1,0,0.6666666666666666,0.4714045207910317,1,1,0,0,0,0,0,0,0,0,0.2,0.4000000000000001,0,0,2,0,0.5,0.8660254037844386
1359,16 may 2022,26,9,15,1.2,18,23,3,13,13,0,8.666666666666666,6.12825877028341,11,13,0,2,0,0,0,0,0,0,2.6,4.758150901348127,13,6,7,0,6.5,4.609772228646444
1360,17 may 2022,41,17,27,1.1111111111111112,30,40,1,28,13,0,13.666666666666664,11.440668201153677,13,25,0,0,0,3,0,0,0,0,4.1,7.968061244744549,9,6,26,0,10.25,9.65336728815391
1361,18 may 2022,7,6,7,1.0,7,5,2,2,5,0,2.333333333333333,2.0548046676563256,3,2,2,0,0,0,0,0,0,0,0.7,1.1,1,1,5,0,1.75,1.9202864369671517
1362,19 may 2022,46,22,27,1.0740740740740742,29,43,3,31,15,0,15.333333333333336,12.657891697365015,14,29,0,1,0,2,0,0,0,0,4.6,9.112628599915613,10,28,8,0,11.5,10.23474474522936
1363,20 may 2022,8,3,8,1.0,8,8,0,4,4,0,2.6666666666666665,1.8856180831641267,4,4,0,0,0,0,0,0,0,0,0.8,1.6000000000000003,3,1,4,0,2.0,1.5811388300841898
1364,21 may 2022,11,9,11,1.0,11,8,3,4,7,0,3.6666666666666665,2.867441755680876,7,4,0,0,0,0,0,0,0,0,1.1,2.3000000000000003,5,0,6,0,2.75,2.7726341266023544
1365,22 may 2022,5,3,4,1.25,5,4,1,2,3,0,1.6666666666666667,1.247219128924647,3,2,0,0,0,0,0,0,0,0,0.5,1.02469507659596,0,0,5,0,1.25,2.165063509461097
1366,23 may 2022,53,15,22,1.0454545454545454,23,50,3,24,29,0,17.666666666666668,12.657891697365015,28,24,1,0,0,0,0,0,0,0,5.3,10.392785959500946,18,28,7,0,13.25,10.66243405606806
1367,24 may 2022,21,11,15,1.0666666666666669,16,20,1,15,6,0,7.0,6.164414002968977,6,12,0,0,0,3,0,0,0,0,2.1,3.8065732621348567,6,3,12,0,5.25,4.437059837324711
1368,25 may 2022,11,2,4,1.5,6,6,5,5,6,0,3.6666666666666665,2.6246692913372702,6,5,0,0,0,0,0,0,0,0,1.1,2.2113344387495983,1,5,5,0,2.75,2.2776083947860752
1369,26 may 2022,100,47,53,1.0754716981132075,57,87,13,77,23,0,33.333333333333336,32.27313984655902,22,61,0,0,1,16,0,0,0,0,10.0,18.606450494385005,19,10,71,0,25.0,27.39525506360545
1370,27 may 2022,22,10,13,1.0,13,21,1,13,9,0,7.333333333333332,5.436502143433364,9,13,0,0,0,0,0,0,0,0,2.2,4.489988864128731,10,5,7,0,5.5,3.6400549446402586
1371,28 may 2022,39,10,13,1.1538461538461535,15,36,3,13,26,0,13.0,10.614455552060438,26,12,0,0,0,1,0,0,0,0,3.9,8.178630692236936,18,2,19,0,9.75,8.78564169540279
1372,29 may 2022,4,4,4,1.0,4,2,2,1,3,0,1.3333333333333333,1.247219128924647,1,1,1,1,0,0,0,0,0,0,0.4,0.4898979485566357,1,0,3,0,1.0,1.224744871391589
1373,30 may 2022,47,19,22,1.0454545454545454,23,46,1,35,12,0,15.666666666666664,14.522013940527975,11,21,0,1,0,14,0,0,0,0,4.7,7.335529974037324,28,16,2,1,11.75,11.098986440211556
1374,31 may 2022,23,15,18,1.0,18,19,4,16,7,0,7.666666666666668,6.548960901462832,7,13,0,0,0,3,0,0,0,0,2.3,4.172529209005012,15,2,6,0,5.75,5.7608593109014565
1375,1 jun 2022,71,31,37,1.2162162162162162,45,68,3,51,20,0,23.66666666666667,20.98147330914162,20,45,0,0,0,6,0,0,0,0,7.1,13.988924190229929,18,15,38,0,17.75,13.534677683639163
1376,2 jun 2022,30,20,27,1.037037037037037,28,25,5,17,13,0,10.0,7.25718035235908,12,15,1,0,0,2,0,0,0,0,3.0,5.329165037789692,16,3,11,0,7.5,6.344288770224759
1377,3 jun 2022,35,16,24,1.125,27,32,3,13,21,1,11.666666666666664,8.219218670625303,20,10,0,1,0,4,0,0,0,0,3.5,6.2809234989768825,17,2,16,0,8.75,7.790218225441443
1378,4 jun 2022,35,12,17,1.1176470588235294,19,33,2,32,3,0,11.666666666666664,14.42990721460891,2,29,1,0,0,3,0,0,0,0,3.5,8.558621384311845,8,2,25,0,8.75,9.832980219648569
1379,5 jun 2022,17,9,11,1.2727272727272727,14,11,6,8,9,0,5.666666666666668,4.027681991198191,7,8,0,2,0,0,0,0,0,0,1.7,2.9681644159311658,9,0,5,3,4.25,3.2691742076555053
1380,6 jun 2022,31,5,10,1.1,11,30,1,16,15,0,10.333333333333334,7.318166133366716,14,16,1,0,0,0,0,0,0,0,3.1,5.97411081249754,16,1,14,0,7.75,7.292976072907411
1381,7 jun 2022,33,21,27,1.037037037037037,28,30,3,18,15,0,11.0,7.874007874011811,13,18,2,0,0,0,0,0,0,0,3.3,6.229767250869008,17,7,9,0,8.25,6.057020719792859
1382,8 jun 2022,43,15,22,1.181818181818182,26,42,1,20,23,0,14.333333333333336,10.208928554075703,22,20,1,0,0,0,0,0,0,0,4.3,8.36719785830358,23,3,17,0,10.75,9.549214627392141
1383,9 jun 2022,54,26,30,1.1333333333333333,34,52,2,25,29,0,18.0,12.83225103661344,25,20,1,3,0,5,0,0,0,0,5.4,8.765842800324451,22,20,10,2,13.5,8.04673846971554
1384,10 jun 2022,10,4,9,1.0,9,9,1,7,3,0,3.333333333333333,2.867441755680876,3,6,0,0,0,1,0,0,0,0,1.0,1.8973665961010275,5,1,4,0,2.5,2.0615528128088303
1385,11 jun 2022,26,10,11,1.0909090909090908,12,21,5,6,20,0,8.666666666666666,8.379870059984357,16,6,3,0,1,0,0,0,0,0,2.6,4.841487374764081,19,2,4,1,6.5,7.297259759663213
1386,12 jun 2022,30,9,9,1.0,9,30,0,4,26,0,10.0,11.430952132988164,26,3,0,0,0,1,0,0,0,0,3.0,7.7201036262475125,24,0,5,1,7.5,9.708243919473801
1387,13 jun 2022,40,11,18,1.0555555555555556,19,39,1,28,12,0,13.333333333333336,11.469767022723502,12,26,0,0,0,2,0,0,0,0,4.0,8.148619514985345,15,2,23,0,10.0,9.460443964212251
1388,14 jun 2022,44,18,28,1.1428571428571428,32,42,2,34,10,0,14.666666666666664,14.267289706021801,10,34,0,0,0,0,0,0,0,0,4.4,10.3072789813801,22,9,12,1,11.0,7.516648189186454
1389,15 jun 2022,35,17,23,1.0434782608695652,24,33,2,21,14,0,11.666666666666664,8.73053390247253,14,18,0,0,0,3,0,0,0,0,3.5,6.375735251718033,10,2,23,0,8.75,9.03811374126261
1390,16 jun 2022,46,13,21,1.1428571428571428,24,41,5,37,9,0,15.333333333333336,15.755069730795295,7,36,0,2,0,1,0,0,0,0,4.6,10.669582934679314,11,13,22,0,11.5,7.826237921249263
1391,17 jun 2022,31,8,12,1.0833333333333333,13,25,6,19,12,0,10.333333333333334,7.84573486395988,12,19,0,0,0,0,0,0,0,0,3.1,6.394528911499267,20,2,9,0,7.75,7.822243923581007
1392,18 jun 2022,14,7,9,1.0,9,13,1,8,6,0,4.666666666666667,3.39934634239519,6,8,0,0,0,0,0,0,0,0,1.4,2.8354893757515645,5,0,9,0,3.5,3.7749172176353754
1393,19 jun 2022,12,6,7,1.0,7,10,2,9,3,0,4.0,3.741657386773941,3,9,0,0,0,0,0,0,0,0,1.2,2.749545416973504,10,0,2,0,3.0,4.123105625617661
1394,20 jun 2022,8,5,6,1.0,6,4,4,1,7,0,2.6666666666666665,3.091206165165235,4,1,0,3,0,0,0,0,0,0,0.8,1.4,7,0,1,0,2.0,2.9154759474226504
1395,21 jun 2022,67,34,40,1.125,45,66,1,51,16,0,22.33333333333333,21.296843793284378,16,49,0,0,0,2,0,0,0,0,6.7,14.8731301345749,9,17,41,0,16.75,15.237699957670774
1396,22 jun 2022,25,8,12,1.0833333333333333,13,24,1,16,9,0,8.333333333333334,6.548960901462832,9,13,0,0,0,3,0,0,0,0,2.5,4.4328320518602995,10,4,11,0,6.25,4.493050188902857
1397,23 jun 2022,54,19,23,1.3043478260869563,30,47,7,42,12,0,18.0,17.663521732655695,12,37,0,0,0,5,0,0,0,0,5.4,11.164228589562292,20,4,30,0,13.5,12.114041439585714
1398,24 jun 2022,21,7,13,1.0769230769230769,14,19,2,11,10,0,7.0,4.966554808583781,10,11,0,0,0,0,0,0,0,0,2.1,4.2059481689626175,9,0,12,0,5.25,5.3560713214071365
1399,25 jun 2022,32,9,14,1.1428571428571428,16,29,3,16,16,0,10.666666666666666,7.542472332656508,16,16,0,0,0,0,0,0,0,0,3.2,6.400000000000001,9,1,22,0,8.0,8.803408430829506
1400,26 jun 2022,8,5,6,1.0,6,6,2,5,3,0,2.6666666666666665,2.0548046676563256,3,5,0,0,0,0,0,0,0,0,0.8,1.6613247725836149,3,0,3,2,2.0,1.224744871391589
1401,27 jun 2022,10,5,7,1.2857142857142858,9,8,2,3,7,0,3.333333333333333,2.867441755680876,7,3,0,0,0,0,0,0,0,0,1.0,2.1908902300206643,6,0,4,0,2.5,2.598076211353316
1402,28 jun 2022,59,28,39,1.0769230769230769,42,57,2,46,13,0,19.666666666666668,19.362047641943477,13,44,0,0,0,2,0,0,0,0,5.9,13.269890730522235,19,10,30,0,14.75,11.07643895843786
1403,29 jun 2022,25,11,18,1.0,18,22,3,10,15,0,8.333333333333334,6.236095644623236,15,10,0,0,0,0,0,0,0,0,2.5,5.123475382979799,17,4,4,0,6.25,6.417748826496718
1404,30 jun 2022,92,39,50,1.2,60,90,2,74,18,0,30.66666666666667,31.510139461590594,14,62,3,1,0,12,0,0,0,0,9.2,18.296447742663048,17,18,56,1,23.0,20.211382931407737
1405,1 jul 2022,27,14,20,1.1,22,20,7,20,7,0,9.0,8.286535263104035,7,20,0,0,0,0,0,0,0,0,2.7,6.132699242584788,11,1,14,1,6.75,5.847007781763249
1406,2 jul 2022,26,15,16,1.0,16,25,1,20,6,0,8.666666666666666,8.379870059984357,6,20,0,0,0,0,0,0,0,0,2.6,6.069596362197406,10,0,16,0,6.5,6.837397165588674
1407,3 jul 2022,21,11,11,1.0,11,13,8,10,11,0,7.0,4.966554808583781,6,10,0,5,0,0,0,0,0,0,2.1,3.419064199455751,8,0,12,1,5.25,4.968651728587948
1408,4 jul 2022,146,9,14,1.4285714285714286,20,143,3,5,141,0,48.66666666666666,65.32142748661337,140,5,1,0,0,0,0,0,0,0,14.6,41.82630751094339,36,0,110,0,36.5,44.90823977846381
1409,5 jul 2022,22,8,10,1.2,12,20,2,4,17,1,7.333333333333332,6.944222218666552,15,3,1,1,0,2,0,0,0,0,2.2,4.3772137256478585,18,0,4,0,5.5,7.399324293474371
1410,6 jul 2022,13,10,12,1.0,12,11,2,6,7,0,4.333333333333333,3.0912061651652345,6,6,1,0,0,0,0,0,0,0,1.3,2.368543856465402,5,1,7,0,3.25,2.8613807855648994
1411,7 jul 2022,110,63,71,1.0845070422535212,77,106,4,47,62,1,36.66666666666666,25.952948879762307,50,47,11,1,0,1,0,0,0,0,11.0,19.03155274800246,35,8,67,0,27.5,26.234519244689807
1412,8 jul 2022,26,11,14,1.2857142857142858,18,25,1,9,17,0,8.666666666666666,6.944222218666552,16,6,1,0,0,3,0,0,0,0,2.6,4.841487374764081,20,0,6,0,6.5,8.170067319184097
1413,9 jul 2022,5,3,5,1.0,5,3,2,2,3,0,1.6666666666666667,1.247219128924647,3,2,0,0,0,0,0,0,0,0,0.5,1.02469507659596,2,0,3,0,1.25,1.299038105676658
1414,10 jul 2022,7,3,3,1.0,3,6,1,6,1,0,2.333333333333333,2.6246692913372702,0,6,0,0,1,0,0,0,0,0,0.7,1.791647286716891,6,0,1,0,1.75,2.48746859276655
1415,11 jul 2022,1,0,1,1.0,1,1,0,1,0,0,0.3333333333333333,0.4714045207910317,0,1,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,1,0,0,0,0.25,0.4330127018922193
1416,12 jul 2022,18,10,10,1.0,10,6,12,5,13,0,6.0,5.354126134736337,3,5,7,3,0,0,0,0,0,0,1.8,2.4413111231467406,9,0,9,0,4.5,4.5
1417,13 jul 2022,15,8,9,1.0,9,12,3,9,6,0,5.0,3.741657386773941,3,7,2,1,0,2,0,0,0,0,1.5,2.1095023109728985,5,0,10,0,3.75,4.14578098794425
1418,14 jul 2022,5,3,5,1.0,5,4,1,4,1,0,1.6666666666666667,1.699673171197595,0,4,0,1,0,0,0,0,0,0,0.5,1.2041594578792296,1,0,4,0,1.25,1.6393596310754999
1419,15 jul 2022,3,3,3,1.0,3,0,3,1,2,0,1.0,0.8164965809277259,0,1,0,0,2,0,0,0,0,0,0.3,0.6403124237432848,1,0,2,0,0.75,0.82915619758885
1420,16 jul 2022,4,3,4,1.0,4,3,1,0,4,0,1.3333333333333333,1.8856180831641267,3,0,0,0,1,0,0,0,0,0,0.4,0.916515138991168,1,0,3,0,1.0,1.224744871391589
1421,17 jul 2022,10,7,7,1.1428571428571428,8,6,4,3,7,0,3.333333333333333,2.867441755680876,6,3,0,0,1,0,0,0,0,0,1.0,1.8973665961010275,7,0,3,0,2.5,2.8722813232690143
1422,18 jul 2022,16,4,4,1.0,4,15,1,8,8,0,5.333333333333333,3.771236166328253,8,0,0,0,0,8,0,0,0,0,1.6,3.2000000000000006,8,0,8,0,4.0,4.0
1423,19 jul 2022,7,2,4,1.0,4,6,1,4,3,0,2.333333333333333,1.699673171197595,3,4,0,0,0,0,0,0,0,0,0.7,1.4177446878757822,6,0,1,0,1.75,2.48746859276655
1424,20 jul 2022,14,8,8,1.125,9,8,6,8,6,0,4.666666666666667,3.39934634239519,5,8,0,1,0,0,0,0,0,0,1.4,2.6532998322843198,5,0,9,0,3.5,3.7749172176353754
1425,21 jul 2022,7,7,7,1.0,7,3,4,5,2,0,2.333333333333333,2.0548046676563256,0,4,0,0,2,1,0,0,0,0,0.7,1.2688577540449522,3,0,4,0,1.75,1.7853571071357126
1426,22 jul 2022,13,10,10,1.1,11,8,5,3,10,0,4.333333333333333,4.189935029992179,6,3,3,1,0,0,0,0,0,0,1.3,1.9519221295943132,8,1,4,0,3.25,3.112474899497183
1427,23 jul 2022,16,8,8,1.0,8,11,5,10,6,0,5.333333333333333,4.109609335312651,6,6,0,0,0,4,0,0,0,0,1.6,2.49799919935936,6,0,10,0,4.0,4.242640687119285
1428,24 jul 2022,3,3,3,1.0,3,1,2,1,2,0,1.0,0.8164965809277259,0,1,0,0,2,0,0,0,0,0,0.3,0.6403124237432848,0,2,1,0,0.75,0.82915619758885
1429,25 jul 2022,12,6,6,1.1666666666666667,7,12,0,6,6,0,4.0,2.8284271247461903,6,6,0,0,0,0,0,0,0,0,1.2,2.3999999999999995,10,0,2,0,3.0,4.123105625617661
1430,26 jul 2022,3,3,3,1.0,3,1,2,1,2,0,1.0,0.8164965809277259,1,1,1,0,0,0,0,0,0,0,0.3,0.4582575694955841,0,0,2,1,0.75,0.82915619758885
1431,27 jul 2022,17,7,12,1.0,12,12,5,3,14,0,5.666666666666668,6.018490028422597,11,2,0,0,3,1,0,0,0,0,1.7,3.2572994949804666,11,4,2,0,4.25,4.14578098794425
1432,28 jul 2022,50,16,18,1.0555555555555556,19,47,3,39,11,0,16.666666666666668,16.418147141366333,10,35,0,0,1,4,0,0,0,0,5.0,10.449880382090504,9,34,7,0,12.5,12.854960132182438
1433,29 jul 2022,10,8,9,1.0,9,8,2,4,6,0,3.333333333333333,2.494438257849294,4,3,2,0,0,1,0,0,0,0,1.0,1.4142135623730951,4,1,4,1,2.5,1.5
1434,30 jul 2022,5,4,4,1.0,4,5,0,2,3,0,1.6666666666666667,1.247219128924647,3,2,0,0,0,0,0,0,0,0,0.5,1.02469507659596,1,0,2,2,1.25,0.82915619758885
1435,31 jul 2022,4,4,4,1.0,4,2,2,3,1,0,1.3333333333333333,1.247219128924647,0,3,0,0,1,0,0,0,0,0,0.4,0.916515138991168,2,0,2,0,1.0,1.0
1436,1 ago 2022,35,13,17,1.1764705882352942,20,34,1,28,7,0,11.666666666666664,11.897712198383164,6,28,0,1,0,0,0,0,0,0,3.5,8.357631243360764,15,12,7,1,8.75,5.3091901453988255
1437,2 ago 2022,36,12,21,1.1904761904761905,25,34,2,25,11,0,12.0,10.230672835481869,7,25,4,0,0,0,0,0,0,0,3.6,7.48598690888516,25,7,4,0,9.0,9.565563234854496
1438,3 ago 2022,67,21,34,1.1764705882352942,40,65,2,46,21,0,22.33333333333333,18.80307303489394,16,31,2,3,0,15,0,0,0,0,6.7,10.03045362882457,41,14,12,0,16.75,14.989579713921268
1439,4 ago 2022,40,19,24,1.0,24,34,6,14,26,0,13.333333333333336,10.624918300339486,20,8,1,3,2,6,0,0,0,0,4.0,5.949789912257407,20,3,17,0,10.0,8.631338250816034
1440,5 ago 2022,19,15,15,1.0,15,14,5,9,10,0,6.333333333333332,4.496912521077347,9,5,0,0,1,4,0,0,0,0,1.9,2.9478805945967346,11,2,5,1,4.75,3.897114317029974
1441,6 ago 2022,9,7,7,1.0,7,4,5,1,8,0,3.0,3.559026084010437,7,1,0,0,1,0,0,0,0,0,0.9,2.0712315177207983,1,1,7,0,2.25,2.7726341266023544
1442,7 ago 2022,7,4,5,1.0,5,6,1,6,1,0,2.333333333333333,2.6246692913372702,1,3,0,0,0,0,0,0,3,0,0.7,1.1874342087037917,2,0,5,0,1.75,2.0463381929681126
1443,8 ago 2022,79,13,22,1.0909090909090908,24,72,7,31,48,0,26.33333333333333,19.87181141438517,47,25,0,0,1,6,0,0,0,0,7.9,14.989663104953358,29,20,30,0,19.75,12.04937757728589
1444,9 ago 2022,58,18,22,1.0909090909090908,24,53,5,6,52,0,19.33333333333333,23.228335186912464,50,6,0,1,1,0,0,0,0,0,5.8,14.837789592793126,41,4,13,0,14.5,16.00781059358212
1445,10 ago 2022,96,37,43,1.1162790697674418,48,19,77,80,16,0,32.0,34.56395039150859,15,77,0,0,1,3,0,0,0,0,9.6,22.89628790874189,5,11,80,0,24.0,32.565318975867555
1446,11 ago 2022,50,18,27,1.0740740740740742,29,41,9,28,22,0,16.666666666666668,12.036980056845193,20,28,2,0,0,0,0,0,0,0,5.0,9.685040010242599,22,11,17,0,12.5,8.200609733428363
1447,12 ago 2022,34,14,20,1.05,21,30,4,11,23,0,11.333333333333336,9.392668535736913,18,8,0,3,2,3,0,0,0,0,3.4,5.425863986500215,16,5,13,0,8.5,6.344288770224759
1448,13 ago 2022,6,6,6,1.0,6,5,1,5,1,0,2.0,2.160246899469287,0,5,0,1,0,0,0,0,0,0,0.6,1.4966629547095764,2,0,4,0,1.5,1.6583123951777
1449,14 ago 2022,4,3,4,1.0,4,3,1,2,2,0,1.3333333333333333,0.9428090415820634,2,2,0,0,0,0,0,0,0,0,0.4,0.8000000000000002,3,0,1,0,1.0,1.224744871391589
1450,15 ago 2022,13,5,5,1.0,5,9,4,3,10,0,4.333333333333333,4.189935029992179,7,3,3,0,0,0,0,0,0,0,1.3,2.2383029285599387,9,0,3,1,3.25,3.491060010942235
1451,16 ago 2022,94,18,25,1.16,29,87,7,25,69,0,31.33333333333333,28.52289528704188,66,23,0,3,0,2,0,0,0,0,9.4,20.035967658189108,38,11,45,0,23.5,18.58090417606205
1452,17 ago 2022,33,8,18,1.1111111111111112,20,30,3,20,13,0,11.0,8.286535263104035,13,20,0,0,0,0,0,0,0,0,3.3,6.783067152844647,18,4,11,0,8.25,6.869315832017042
1453,18 ago 2022,37,12,20,1.0,20,35,2,25,12,0,12.333333333333336,10.208928554075703,12,24,0,0,0,1,0,0,0,0,3.7,7.642643521714199,8,8,21,0,9.25,7.5291101731877985
1454,19 ago 2022,24,12,16,1.0,16,23,1,10,14,0,8.0,5.887840577551898,10,10,1,2,1,0,0,0,0,0,2.4,3.8522720568516435,10,6,8,0,6.0,3.741657386773941
1455,20 ago 2022,14,4,7,1.1428571428571428,8,12,2,8,6,0,4.666666666666667,3.39934634239519,6,3,0,0,0,5,0,0,0,0,1.4,2.2449944320643653,7,1,6,0,3.5,3.0413812651491097
1456,21 ago 2022,6,6,6,1.0,6,5,1,3,3,0,2.0,1.4142135623730951,2,3,1,0,0,0,0,0,0,0,0.6,1.0198039027185568,3,0,2,1,1.5,1.118033988749895
1457,22 ago 2022,20,10,14,1.2142857142857142,17,18,2,11,9,0,6.666666666666668,4.784233364802442,8,11,0,1,0,0,0,0,0,0,2.0,3.8209946349085597,17,1,1,1,5.0,6.92820323027551
1458,23 ago 2022,14,5,8,1.125,9,13,1,6,8,0,4.666666666666667,3.39934634239519,7,6,0,0,1,0,0,0,0,0,1.4,2.576819745345025,3,3,8,0,3.5,2.8722813232690143
1459,24 ago 2022,109,32,34,1.2941176470588236,44,108,1,94,15,0,36.333333333333336,41.23375100839387,13,94,2,0,0,0,0,0,0,0,10.9,27.965872058636045,21,1,87,0,27.25,35.499119707395565
1460,25 ago 2022,46,15,23,1.1304347826086956,26,41,5,21,25,0,15.333333333333336,10.964589468932349,21,21,3,0,1,0,0,0,0,0,4.6,8.24863625092051,25,8,12,1,11.5,8.732124598286491
1461,26 ago 2022,28,10,15,1.1333333333333333,17,28,0,13,15,0,9.333333333333334,6.6499791144200024,15,10,0,0,0,2,0,0,1,0,2.8,5.015974481593781,15,3,9,1,7.0,5.47722557505166
1462,27 ago 2022,29,9,12,1.1666666666666667,14,26,3,11,18,0,9.666666666666666,7.4087035902976215,17,11,1,0,0,0,0,0,0,0,2.9,5.717516943569124,22,3,4,0,7.25,8.642193008721803
1463,28 ago 2022,25,13,16,1.0625,17,20,5,9,16,0,8.333333333333334,6.548960901462832,16,8,0,0,0,1,0,0,0,0,2.5,5.084289527554465,5,1,19,0,6.25,7.595228765481656
1464,29 ago 2022,49,10,12,1.25,15,46,3,8,41,0,16.333333333333332,17.745108872274887,41,8,0,0,0,0,0,0,0,0,4.9,12.267436570041845,18,2,28,1,12.25,11.321991874224253
1465,30 ago 2022,96,8,12,1.3333333333333333,16,96,0,12,84,0,32.0,37.094473981982816,72,4,12,0,0,8,0,0,0,0,9.6,21.181123671797966,22,1,73,0,24.0,29.622626487197252
1466,31 ago 2022,21,4,5,1.0,5,8,13,0,21,0,7.0,9.899494936611664,21,0,0,0,0,0,0,0,0,0,2.1,6.300000000000002,18,0,3,0,5.25,7.46240577829965
1467,1 sept 2022,18,9,12,1.0,12,18,0,6,12,0,6.0,4.898979485566356,6,6,6,0,0,0,0,0,0,0,1.8,2.7495454169735036,2,5,11,0,4.5,4.153311931459037
1468,2 sept 2022,33,7,8,1.625,13,30,3,13,20,0,11.0,8.286535263104035,18,13,0,0,2,0,0,0,0,0,3.3,6.229767250869008,5,19,9,0,8.25,6.9776428684764324
1469,3 sept 2022,25,11,12,1.1666666666666667,14,21,4,7,18,0,8.333333333333334,7.4087035902976215,17,7,0,0,1,0,0,0,0,0,2.5,5.2583267300539625,7,3,15,0,6.25,5.629165124598851
1470,4 sept 2022,7,4,6,1.0,6,4,3,2,5,0,2.333333333333333,2.0548046676563256,2,2,0,0,3,0,0,0,0,0,0.7,1.1,0,3,4,0,1.75,1.7853571071357126
1471,5 sept 2022,27,11,14,1.0714285714285714,15,19,8,13,14,0,9.0,6.3770421565696624,10,13,2,1,1,0,0,0,0,0,2.7,4.495553358597804,7,12,8,0,6.75,4.3229041164476465
1472,6 sept 2022,46,16,19,1.368421052631579,26,42,4,29,17,0,15.333333333333336,11.897712198383164,16,15,0,0,1,14,0,0,0,0,4.6,6.829348431585549,9,22,15,0,11.5,8.077747210701755
1473,7 sept 2022,45,17,23,1.3043478260869563,30,42,3,34,11,0,15.0,14.16568624058385,9,31,1,1,0,3,0,0,0,0,4.5,9.22225568936364,10,8,27,0,11.25,9.832980219648569
1474,8 sept 2022,72,18,30,1.1666666666666667,35,67,5,27,45,0,24.0,18.49324200890693,41,26,4,0,0,1,0,0,0,0,7.2,13.622040963086256,53,4,15,0,18.0,20.940391591371924
1475,9 sept 2022,26,11,16,1.0,16,25,1,11,15,0,8.666666666666666,6.342099196813482,15,11,0,0,0,0,0,0,0,0,2.6,5.276362383309167,8,6,12,0,6.5,4.330127018922194
1476,10 sept 2022,34,10,18,1.0555555555555556,19,29,5,23,11,0,11.333333333333336,9.392668535736913,11,23,0,0,0,0,0,0,0,0,3.4,7.310266752998826,10,12,12,0,8.5,4.9749371855331
1477,11 sept 2022,8,6,6,1.0,6,6,2,3,5,0,2.6666666666666665,2.0548046676563256,3,3,1,0,1,0,0,0,0,0,0.8,1.1661903789690602,3,1,3,1,2.0,1.0
1478,12 sept 2022,12,7,11,1.0,11,11,1,7,5,0,4.0,2.943920288775949,4,7,0,1,0,0,0,0,0,0,1.2,2.2715633383201093,5,2,5,0,3.0,2.1213203435596424
1479,13 sept 2022,39,12,16,1.0625,17,33,6,13,26,0,13.0,10.614455552060438,26,10,0,0,0,3,0,0,0,0,3.9,7.9555012412795225,26,4,8,1,9.75,9.705024471890836
1480,14 sept 2022,20,12,15,1.0666666666666669,16,16,4,10,10,0,6.666666666666668,4.714045207910317,10,10,0,0,0,0,0,0,0,0,2.0,4.0,13,3,2,2,5.0,4.636809247747852
1481,15 sept 2022,72,31,36,1.0555555555555556,38,69,3,38,34,0,24.0,17.048949136725895,33,36,0,1,0,2,0,0,0,0,7.2,13.680643259730148,19,3,50,0,18.0,19.83683442487737
1482,16 sept 2022,22,10,16,1.0625,17,21,1,18,4,0,7.333333333333332,7.717224601860151,3,17,0,1,0,1,0,0,0,0,2.2,5.015974481593783,8,5,9,0,5.5,3.5
1483,17 sept 2022,18,10,10,1.0,10,17,1,16,2,0,6.0,7.118052168020874,2,16,0,0,0,0,0,0,0,0,1.8,4.7707441767506245,10,0,7,1,4.5,4.153311931459037
1484,18 sept 2022,5,3,4,1.25,5,2,3,2,1,2,1.6666666666666667,0.4714045207910317,0,3,0,0,1,1,0,0,0,0,0.5,0.9219544457292888,0,0,5,0,1.25,2.165063509461097
1485,19 sept 2022,34,13,18,1.0555555555555556,19,31,3,15,19,0,11.333333333333336,8.178562764256865,19,5,0,0,0,10,0,0,0,0,3.4,6.086049621881176,13,5,15,1,8.5,5.722761571129799
1486,20 sept 2022,37,14,16,1.0625,17,34,3,13,24,0,12.333333333333336,9.809292646374773,23,13,0,1,0,0,0,0,0,0,3.7,7.497332859090626,5,9,20,3,9.25,6.5717197140474575
1487,21 sept 2022,58,16,21,1.0952380952380951,23,57,1,48,10,0,19.33333333333333,20.677416559027762,9,47,1,0,0,1,0,0,0,0,5.8,13.984276885130674,3,0,55,0,14.5,23.41473894793619
1488,22 sept 2022,8,7,8,1.0,8,5,3,4,4,0,2.6666666666666665,1.8856180831641267,3,4,0,0,1,0,0,0,0,0,0.8,1.4,3,0,5,0,2.0,2.1213203435596424
